Transaction_ID,Region,Country,Product_Line,Revenue,Marketing_Expense ,Profit,Quarter,Date,Channel,Age,,,,,
715130,Asia,China,MacBook,6462139,71731,30%,Q1,03-06-2020,Apple Store,22,,,,,
389326,Asia,Japan,iPad,8486214,411416,40%,Q2,17-04-2024,Online,25,,,,,
355704,Asia,India,MacBook,3778024,43154,40%,Q1,22-09-2022,Offline,38,,,,,
154146,North America,Canada,iPad,8888756,183440,25%,Q1,23-08-2024,Apple Store,42,,,,,
380097,Europe,Canada,iPhone,1800571,203528,30%,Q1,05-09-2022,Retail Partner,26,,,,,
623867,Europe,Brazil,MacBook,3086043,376886,25%,Q1,16-12-2021,E-Commerce,22,,,,,
593961,North America,Japan,iPhone,477687,264815,25%,Q1,21-09-2024,E-Commerce,25,,,,,
533587,Africa,Germany,iPhone,1806749,303037,30%,Q2,27-07-2020,Apple Store,27,,,,,
319730,Europe,UK,iPad,2465067,375737,25%,Q3,30-01-2020,Apple Store,25,,,,,
548698,South America,Canada,Wearables,6130013,177117,20%,Q1,17-03-2024,Retail Partner,30,,,,,
103748,North America,India,Wearables,1750550,199755,20%,Q1,13-08-2021,Retail Partner,36,,,,,
828538,South America,Brazil,iPhone,3229617,468985,20%,Q2,23-12-2020,Offline,20,,,,,
766657,Oceania,Australia,Wearables,7127973,382502,35%,Q3,19-08-2024,Offline,27,,,,,
302245,Africa,Germany,Services,4882990,348512,30%,Q2,23-01-2025,Offline,40,,,,,
495596,Asia,UK,iPhone,4534887,194537,35%,Q2,27-11-2022,Online,33,,,,,
167245,Oceania,Australia,MacBook,3912776,231582,40%,Q3,16-09-2024,E-Commerce,18,,,,,
998730,Europe,China,iPad,1566633,430671,40%,Q1,09-05-2020,Online,32,,,,,
135298,North America,USA,iPad,7038230,35110,40%,Q3,03-02-2021,Online,27,,,,,
874640,Asia,France,iPad,1819278,308358,25%,Q1,20-04-2023,Offline,25,,,,,
533100,Europe,USA,iPhone,3953653,77445,40%,Q1,10-10-2024,Retail Partner,34,,,,,
375667,South America,Brazil,Services,4301525,282753,40%,Q1,28-04-2020,E-Commerce,26,,,,,
173853,Asia,UK,Services,6319391,55096,40%,Q3,15-01-2025,Online,33,,,,,
634697,South America,Brazil,MacBook,5473155,108027,40%,Q3,18-04-2020,Offline,33,,,,,
196128,North America,India,Wearables,7891526,390715,35%,Q1,16-05-2023,E-Commerce,21,,,,,
783502,North America,Germany,iPhone,2706062,389767,35%,Q2,30-12-2021,Online,26,,,,,
458160,South America,Germany,iPad,4748885,165703,35%,Q3,22-03-2024,Online,31,,,,,
453515,North America,USA,iPhone,6830341,422277,25%,Q1,14-12-2021,E-Commerce,23,,,,,
967313,North America,USA,MacBook,2729371,442976,35%,Q4,06-12-2020,Online,23,,,,,
621481,North America,USA,Wearables,8997542,134331,20%,Q1,25-06-2020,Online,22,,,,,
379672,Europe,UK,MacBook,862531,156667,40%,Q1,02-09-2024,Retail Partner,24,,,,,
199996,South America,China,iPad,2026038,250288,20%,Q2,16-08-2023,Online,28,,,,,
259103,Oceania,France,MacBook,4313631,402664,20%,Q2,11-04-2021,Offline,35,,,,,
440695,Africa,India,iPad,7840591,428173,20%,Q2,07-02-2021,Online,25,,,,,
510423,North America,France,iPad,60402,245446,25%,Q4,26-11-2024,Retail Partner,36,,,,,
162988,North America,India,Wearables,19338,82244,35%,Q3,20-06-2023,Offline,35,,,,,
286786,Africa,UK,MacBook,1275695,484281,30%,Q1,29-11-2024,Online,34,,,,,
124221,Asia,France,Wearables,6745450,12437,30%,Q1,04-01-2023,Offline,41,,,,,
863946,Africa,China,MacBook,2107454,271931,20%,Q3,15-10-2020,E-Commerce,27,,,,,
554530,Europe,China,MacBook,5149235,167436,35%,Q1,31-10-2024,Online,29,,,,,
206702,North America,Japan,iPad,5008430,395092,20%,Q1,06-07-2021,Online,34,,,,,
303133,Africa,China,Wearables,1061178,114142,25%,Q1,08-11-2022,Offline,38,,,,,
220153,Africa,India,Services,9786020,310513,30%,Q1,01-08-2023,E-Commerce,32,,,,,
761239,North America,Canada,iPad,2733664,293938,25%,Q1,15-02-2022,Online,30,,,,,
444097,Oceania,USA,MacBook,9968566,449142,20%,Q2,16-10-2021,Retail Partner,44,,,,,
878268,North America,India,iPad,7566560,79671,25%,Q1,27-04-2021,Online,31,,,,,
455629,Oceania,France,MacBook,4708566,392439,20%,Q3,02-07-2024,Retail Partner,23,,,,,
179367,Africa,Japan,MacBook,76278,134622,40%,Q3,15-12-2023,Offline,28,,,,,
770007,North America,Canada,iPad,6931897,84400,20%,Q3,29-06-2022,E-Commerce,30,,,,,
742904,Africa,Australia,MacBook,3666817,128574,40%,Q4,03-07-2020,Retail Partner,21,,,,,
533514,South America,UK,MacBook,8913730,409347,40%,Q1,07-10-2023,E-Commerce,22,,,,,
406133,Asia,Australia,Services,5584966,496186,35%,Q2,14-07-2021,Retail Partner,41,,,,,
383724,Asia,UK,iPhone,1133798,195507,30%,Q3,16-04-2023,Apple Store,24,,,,,
572156,South America,Germany,iPad,936903,385199,30%,Q4,19-02-2024,Apple Store,40,,,,,
967094,Europe,China,Wearables,5425611,434459,30%,Q4,05-11-2020,E-Commerce,25,,,,,
225507,Africa,Canada,MacBook,2731612,499227,20%,Q4,24-07-2022,Retail Partner,43,,,,,
935044,North America,USA,iPhone,7712519,69312,35%,Q3,09-01-2023,Apple Store,31,,,,,
479000,South America,France,iPad,5274103,287092,40%,Q4,14-10-2024,Retail Partner,32,,,,,
468998,Oceania,Brazil,Services,777518,364193,30%,Q4,09-11-2020,Apple Store,28,,,,,
532123,Africa,Brazil,Wearables,4877850,422070,20%,Q4,10-01-2023,Apple Store,30,,,,,
383289,Oceania,Brazil,Services,4970279,53017,30%,Q2,20-07-2020,E-Commerce,31,,,,,
620379,Oceania,Germany,MacBook,7117388,488869,35%,Q4,17-03-2020,E-Commerce,26,,,,,
177211,Oceania,Germany,MacBook,2412230,24387,30%,Q4,28-05-2024,Offline,32,,,,,
888035,South America,UK,Services,5263055,467296,40%,Q2,20-04-2020,Offline,29,,,,,
164441,North America,Japan,Services,8100241,386113,35%,Q4,15-06-2020,Apple Store,27,,,,,
567334,North America,UK,iPhone,3805066,230731,35%,Q4,19-07-2024,Online,28,,,,,
446300,North America,Canada,iPhone,5520203,244371,40%,Q3,18-03-2021,Retail Partner,24,,,,,
900741,South America,Germany,MacBook,3012689,459474,20%,Q2,06-06-2021,Online,34,,,,,
668033,North America,France,iPhone,9958848,24968,30%,Q2,20-07-2020,Retail Partner,34,,,,,
487205,Africa,USA,Wearables,3896630,212389,30%,Q4,23-02-2021,Online,18,,,,,
143977,Africa,Canada,MacBook,7118079,95916,40%,Q1,21-03-2024,Apple Store,22,,,,,
766312,North America,USA,iPad,2777060,144298,35%,Q3,21-03-2024,E-Commerce,26,,,,,
776645,North America,France,Services,89330,411791,35%,Q3,07-10-2022,Online,33,,,,,
755177,North America,China,iPad,6089016,67119,20%,Q3,04-03-2022,E-Commerce,34,,,,,
114022,North America,Brazil,iPhone,2470249,124025,35%,Q2,11-09-2023,Offline,22,,,,,
270732,North America,India,iPhone,7567985,39969,40%,Q3,23-07-2021,E-Commerce,18,,,,,
642898,Europe,Brazil,Services,8714523,278491,20%,Q4,13-12-2022,Retail Partner,43,,,,,
310152,Africa,Brazil,MacBook,1896411,273752,20%,Q4,24-07-2023,Apple Store,36,,,,,
881384,Oceania,China,Services,2027807,89623,40%,Q1,08-07-2023,Retail Partner,34,,,,,
945270,Asia,USA,iPad,8223054,431126,20%,Q2,07-10-2024,E-Commerce,25,,,,,
839034,South America,USA,Services,346609,200122,20%,Q1,25-06-2022,E-Commerce,34,,,,,
839908,North America,India,iPad,5895452,111120,40%,Q2,29-06-2024,Retail Partner,27,,,,,
802203,North America,Brazil,Wearables,942156,303493,30%,Q2,10-07-2020,Apple Store,27,,,,,
144204,North America,UK,iPhone,8756848,417272,30%,Q1,18-11-2023,Retail Partner,30,,,,,
118866,South America,Canada,Wearables,1702775,279606,25%,Q2,10-08-2023,Retail Partner,38,,,,,
483435,North America,Japan,iPad,8175480,107981,40%,Q3,10-12-2022,Online,32,,,,,
174473,Africa,France,iPhone,893137,354955,20%,Q3,21-03-2024,Apple Store,18,,,,,
598093,Asia,USA,MacBook,2876891,333846,35%,Q3,26-07-2022,Online,32,,,,,
570593,Europe,Germany,iPhone,8890261,167768,30%,Q4,06-08-2023,Online,30,,,,,
240117,Asia,Japan,iPhone,2559760,466565,40%,Q2,06-10-2020,Offline,20,,,,,
647146,South America,Australia,Wearables,549394,234982,40%,Q1,21-06-2022,E-Commerce,24,,,,,
505946,Europe,Germany,MacBook,5712227,472277,25%,Q4,12-08-2024,Retail Partner,27,,,,,
690420,South America,Japan,Wearables,6934756,31456,30%,Q3,27-01-2022,E-Commerce,25,,,,,
274499,North America,Japan,MacBook,1021668,315652,25%,Q3,18-01-2025,Online,21,,,,,
307171,North America,Japan,MacBook,3109056,254502,30%,Q2,26-02-2020,Apple Store,50,,,,,
914132,Europe,Brazil,iPad,2498036,344486,30%,Q2,09-12-2020,Offline,43,,,,,
869479,Africa,UK,iPhone,3558682,71803,20%,Q4,06-03-2021,Offline,19,,,,,
203814,North America,Japan,iPad,5661400,472139,35%,Q1,07-07-2021,Apple Store,29,,,,,
486600,Oceania,Germany,Wearables,3029991,437223,20%,Q2,18-09-2022,Retail Partner,30,,,,,
198789,South America,USA,iPad,3642373,345723,20%,Q3,18-10-2020,Apple Store,28,,,,,
161808,North America,France,Services,8719145,24998,40%,Q1,18-10-2023,E-Commerce,29,,,,,
331651,Asia,Canada,iPad,287069,32683,30%,Q4,04-07-2021,Retail Partner,27,,,,,
631144,Africa,Canada,MacBook,1999267,429527,40%,Q3,08-09-2024,Retail Partner,49,,,,,
317121,North America,India,iPad,2328849,396150,40%,Q3,24-03-2024,Offline,44,,,,,
622881,North America,UK,iPhone,5975961,38774,20%,Q2,30-08-2021,E-Commerce,28,,,,,
156519,North America,Japan,iPad,3621295,295720,25%,Q4,18-12-2023,Offline,42,,,,,
687194,Oceania,UK,MacBook,6727173,450176,30%,Q1,09-12-2020,Retail Partner,43,,,,,
732865,Asia,Australia,MacBook,4204904,299900,20%,Q2,04-02-2022,Online,35,,,,,
458163,South America,Brazil,MacBook,6207951,188167,20%,Q1,18-06-2024,Apple Store,39,,,,,
814401,Asia,China,Services,4739133,55077,30%,Q1,08-02-2022,Retail Partner,48,,,,,
676446,Europe,USA,MacBook,3452261,120936,30%,Q4,13-05-2021,Offline,29,,,,,
729293,Oceania,France,Services,1897749,428940,25%,Q1,26-12-2020,Apple Store,31,,,,,
911965,Africa,India,iPhone,2244392,452261,40%,Q2,06-05-2024,Online,31,,,,,
172718,Africa,Germany,Wearables,7441780,252177,30%,Q4,13-03-2022,E-Commerce,31,,,,,
546773,North America,USA,MacBook,8595436,366110,35%,Q4,04-04-2024,Online,25,,,,,
645482,Oceania,Japan,iPad,2365261,150219,35%,Q2,13-07-2020,Apple Store,25,,,,,
609463,Asia,France,iPhone,5260809,495454,25%,Q3,31-03-2020,Online,21,,,,,
924187,North America,India,MacBook,7650823,317253,20%,Q4,21-11-2022,Offline,35,,,,,
436608,Oceania,Australia,Services,9968035,363785,20%,Q3,23-12-2021,Apple Store,40,,,,,
982589,Europe,India,MacBook,9500715,142360,25%,Q4,31-08-2023,Offline,24,,,,,
362638,Europe,Brazil,Wearables,7787795,125499,35%,Q3,07-10-2023,E-Commerce,22,,,,,
660392,South America,UK,Wearables,3419359,483120,30%,Q4,22-01-2022,Apple Store,35,,,,,
599632,Africa,Canada,iPhone,9763340,342415,35%,Q3,24-07-2023,E-Commerce,29,,,,,
410428,North America,UK,MacBook,4119263,479470,30%,Q3,30-06-2021,E-Commerce,25,,,,,
450044,South America,USA,Services,2788159,93934,35%,Q3,18-04-2022,Online,31,,,,,
510215,South America,Canada,MacBook,6415940,79658,20%,Q2,29-08-2024,Offline,20,,,,,
785786,South America,UK,MacBook,8166930,125599,40%,Q3,06-04-2023,Retail Partner,37,,,,,
342479,Europe,Brazil,Wearables,6568499,141634,40%,Q2,07-12-2021,Apple Store,43,,,,,
958692,Asia,Brazil,iPhone,9850061,435678,20%,Q4,25-02-2023,Apple Store,33,,,,,
311410,Oceania,Japan,iPad,8077545,200633,35%,Q4,20-04-2024,Apple Store,41,,,,,
509040,Asia,Brazil,Services,2051984,263600,30%,Q4,22-11-2024,Offline,32,,,,,
990049,Asia,Germany,Services,4969343,278832,25%,Q3,02-09-2020,Retail Partner,30,,,,,
419004,Africa,UK,iPhone,6625365,453193,35%,Q2,16-01-2022,Online,19,,,,,
406997,Europe,USA,Wearables,1806285,39480,30%,Q4,27-05-2020,Online,23,,,,,
907669,North America,China,Services,9524511,169460,40%,Q4,08-10-2021,E-Commerce,27,,,,,
408227,Asia,France,iPhone,1166165,448570,30%,Q2,07-04-2020,Online,22,,,,,
631211,Africa,UK,Services,7487876,334111,40%,Q4,08-12-2023,Offline,37,,,,,
904392,Oceania,India,Services,3705409,339201,30%,Q1,28-12-2020,Offline,28,,,,,
129318,South America,Brazil,Wearables,3803107,143078,30%,Q3,11-06-2020,E-Commerce,34,,,,,
363736,Africa,France,Services,9178730,267203,30%,Q4,21-07-2021,Apple Store,47,,,,,
270105,Africa,Australia,Services,6046957,308834,30%,Q4,09-09-2024,Retail Partner,37,,,,,
994037,Oceania,China,iPad,9546690,208308,20%,Q2,10-02-2024,Retail Partner,30,,,,,
962387,Oceania,France,Wearables,9692787,119119,20%,Q2,26-05-2022,E-Commerce,32,,,,,
815152,Europe,USA,iPhone,7482075,289199,20%,Q3,30-03-2021,E-Commerce,21,,,,,
133640,South America,Australia,Wearables,7037408,264830,25%,Q4,25-01-2021,Apple Store,19,,,,,
986178,Africa,India,iPad,7869464,495880,20%,Q2,02-01-2022,E-Commerce,30,,,,,
545588,Asia,China,iPad,5411931,468707,35%,Q2,01-07-2022,Online,26,,,,,
465431,Oceania,China,Services,5291071,231369,20%,Q4,04-06-2023,Apple Store,38,,,,,
921278,North America,USA,iPad,9471580,98117,35%,Q3,06-10-2023,Apple Store,29,,,,,
121733,Africa,France,iPad,8166596,146700,25%,Q3,19-09-2021,Online,25,,,,,
956989,Oceania,Brazil,Wearables,1161642,308001,35%,Q3,19-06-2022,Online,33,,,,,
272855,Africa,UK,MacBook,9082940,306311,30%,Q4,11-10-2022,Retail Partner,23,,,,,
170755,Oceania,Brazil,Services,8383680,219611,35%,Q1,14-03-2024,E-Commerce,26,,,,,
438110,Asia,UK,Services,900372,15074,20%,Q4,20-08-2023,Retail Partner,33,,,,,
670065,Oceania,USA,Wearables,1507257,115583,30%,Q1,15-12-2022,Online,22,,,,,
688876,Europe,France,iPhone,4279609,462837,20%,Q1,15-10-2020,Online,22,,,,,
580258,Europe,UK,Wearables,170618,46629,35%,Q2,14-09-2021,Offline,27,,,,,
497639,Oceania,India,iPhone,5377569,331463,30%,Q4,08-09-2023,Offline,23,,,,,
114017,North America,Brazil,MacBook,2921047,129609,30%,Q2,28-12-2021,E-Commerce,28,,,,,
666307,Europe,China,Services,4787204,434053,40%,Q2,17-08-2022,Apple Store,30,,,,,
523583,South America,Australia,iPad,7280042,295403,30%,Q3,15-07-2020,Retail Partner,32,,,,,
865457,South America,Australia,Wearables,5285743,77272,20%,Q2,12-09-2023,Retail Partner,45,,,,,
738428,Asia,UK,Wearables,9577343,11978,30%,Q4,06-10-2022,Online,24,,,,,
403049,Europe,China,MacBook,2243433,288455,35%,Q4,06-06-2024,Retail Partner,42,,,,,
480485,Asia,Germany,iPad,6775250,227563,30%,Q2,28-01-2022,Offline,45,,,,,
848158,North America,Germany,MacBook,2501101,324490,20%,Q1,22-07-2024,Online,27,,,,,
773223,Europe,China,iPad,2598913,10174,20%,Q4,25-09-2021,Apple Store,36,,,,,
887003,South America,Australia,iPhone,6567830,175074,35%,Q2,19-08-2023,Offline,33,,,,,
656093,Europe,USA,iPad,8750347,434050,30%,Q4,18-01-2023,Retail Partner,34,,,,,
259102,North America,China,Wearables,2321003,210359,20%,Q3,29-04-2021,Apple Store,18,,,,,
466954,Africa,China,iPhone,8683279,31088,40%,Q4,11-04-2021,Online,25,,,,,
355700,Asia,France,Services,3012126,161798,35%,Q1,28-01-2020,Offline,38,,,,,
484112,Europe,France,iPhone,1277635,141505,40%,Q3,30-04-2021,Online,23,,,,,
732549,Oceania,China,Services,609755,147242,30%,Q4,20-03-2022,Apple Store,26,,,,,
162306,Africa,Germany,iPhone,3697494,403678,30%,Q2,06-07-2020,Offline,19,,,,,
329168,Asia,Japan,MacBook,8873173,78312,20%,Q4,23-09-2024,Apple Store,41,,,,,
190645,Europe,USA,Services,948193,354613,20%,Q2,30-01-2020,Offline,38,,,,,
464079,Europe,UK,MacBook,1040564,280439,20%,Q1,08-05-2023,Apple Store,32,,,,,
260534,Africa,Australia,Wearables,5418038,276224,20%,Q1,29-11-2021,Offline,41,,,,,
604572,North America,Canada,Services,2812437,276701,35%,Q1,01-10-2020,E-Commerce,33,,,,,
974744,North America,China,iPhone,3586911,41481,30%,Q4,31-12-2022,Offline,20,,,,,
475539,Asia,Japan,iPhone,1669634,263608,30%,Q4,27-02-2022,Retail Partner,32,,,,,
998005,Africa,Japan,iPhone,4872788,188877,20%,Q2,28-09-2022,Apple Store,21,,,,,
788172,Asia,France,Wearables,4441555,255138,20%,Q2,07-10-2024,Apple Store,27,,,,,
208863,Europe,Canada,Services,9248371,86746,40%,Q1,02-08-2021,Retail Partner,43,,,,,
884439,South America,China,iPhone,7560175,203916,35%,Q3,25-07-2021,Offline,18,,,,,
722390,Oceania,UK,iPhone,6747243,209229,40%,Q3,18-02-2022,E-Commerce,31,,,,,
659567,Africa,China,Services,8125996,258170,40%,Q1,08-08-2020,Offline,35,,,,,
454206,South America,India,iPhone,9337770,209595,35%,Q3,18-01-2024,Apple Store,25,,,,,
658685,Oceania,Germany,MacBook,3373442,75537,30%,Q1,02-12-2023,Apple Store,20,,,,,
762491,North America,China,Services,3132720,134873,35%,Q4,20-02-2024,Online,29,,,,,
469937,South America,Australia,iPad,9163386,276406,30%,Q2,23-09-2021,Apple Store,44,,,,,
789637,Africa,Canada,Services,1654592,118257,35%,Q1,28-03-2024,E-Commerce,31,,,,,
156546,Asia,Canada,Services,8970879,6899,20%,Q1,02-08-2023,Retail Partner,34,,,,,
387941,South America,India,iPad,1721636,344675,25%,Q1,07-04-2020,Offline,32,,,,,
958057,Europe,France,iPhone,5978957,305395,40%,Q4,14-09-2022,Apple Store,34,,,,,
171458,Oceania,Canada,MacBook,5385794,395682,40%,Q2,04-04-2021,Online,30,,,,,
973339,Europe,India,Services,721385,460756,20%,Q1,29-12-2023,Apple Store,47,,,,,
160873,Oceania,Brazil,iPhone,2707212,424909,20%,Q1,14-11-2020,Retail Partner,26,,,,,
226809,Africa,France,Wearables,1233848,98585,40%,Q4,23-01-2023,Apple Store,39,,,,,
423713,Europe,UK,MacBook,1255736,169911,40%,Q4,21-01-2025,Offline,18,,,,,
593286,Europe,Japan,Wearables,2061892,449003,40%,Q4,12-03-2022,Offline,43,,,,,
568468,Europe,Brazil,iPhone,4349244,390417,25%,Q2,18-04-2022,Online,33,,,,,
566316,Asia,Japan,iPhone,8317064,64540,20%,Q3,28-07-2020,Online,30,,,,,
961855,North America,Japan,iPad,1335583,313191,30%,Q1,12-08-2021,Apple Store,35,,,,,
125383,North America,USA,Services,3274642,434409,40%,Q3,24-09-2022,E-Commerce,28,,,,,
828568,Oceania,Canada,Services,670491,418455,30%,Q4,22-11-2023,Retail Partner,39,,,,,
513773,Oceania,UK,Wearables,4623886,58507,30%,Q4,16-05-2023,Retail Partner,30,,,,,
814060,North America,Australia,Wearables,2145090,297196,20%,Q3,09-05-2022,E-Commerce,19,,,,,
432363,North America,Brazil,iPhone,5838559,5699,25%,Q2,13-02-2021,E-Commerce,18,,,,,
511970,Asia,USA,iPhone,12208,492914,20%,Q2,04-06-2022,E-Commerce,31,,,,,
841295,South America,China,iPhone,9320821,287055,20%,Q3,03-07-2021,Offline,19,,,,,
128458,North America,Germany,iPhone,6269016,471275,20%,Q1,14-12-2020,Retail Partner,32,,,,,
281986,North America,UK,iPad,3948106,140857,20%,Q4,12-01-2022,E-Commerce,32,,,,,
975287,North America,Japan,Services,305442,261079,20%,Q4,19-02-2023,Retail Partner,40,,,,,
972085,Africa,USA,Wearables,884811,425091,25%,Q1,26-10-2021,Online,21,,,,,
969912,North America,Germany,Wearables,4492146,355174,40%,Q2,24-02-2021,E-Commerce,18,,,,,
134497,North America,China,iPhone,4319351,205536,20%,Q1,05-02-2021,E-Commerce,24,,,,,
482543,Europe,Germany,Services,9138120,449113,20%,Q2,19-11-2020,E-Commerce,25,,,,,
517204,South America,China,MacBook,6306838,473894,20%,Q1,04-07-2023,Retail Partner,20,,,,,
148254,Asia,France,MacBook,4505955,372306,20%,Q2,16-07-2024,Apple Store,45,,,,,
522880,Africa,Australia,iPad,6417599,46044,35%,Q4,11-11-2021,Retail Partner,44,,,,,
439356,Europe,Germany,Services,2143683,100146,30%,Q1,07-04-2021,Online,33,,,,,
501496,Oceania,India,Services,7983267,185613,20%,Q2,14-02-2020,Online,27,,,,,
333486,North America,UK,iPad,1226284,15714,20%,Q3,02-09-2021,Online,28,,,,,
356499,Oceania,USA,Services,5766019,75499,35%,Q4,26-08-2021,Apple Store,39,,,,,
493619,South America,Brazil,MacBook,2972924,267319,40%,Q4,11-02-2023,E-Commerce,35,,,,,
354332,North America,Japan,iPhone,7982172,66868,40%,Q2,16-05-2024,Apple Store,31,,,,,
960366,Europe,Australia,Services,2607253,332918,25%,Q2,11-12-2021,Offline,43,,,,,
630084,North America,Brazil,iPad,1649577,441775,20%,Q1,04-08-2022,E-Commerce,25,,,,,
806812,North America,Japan,MacBook,705775,212933,30%,Q1,08-10-2023,Offline,48,,,,,
806455,Europe,India,iPhone,4783913,6563,30%,Q1,23-10-2024,Apple Store,31,,,,,
165738,Oceania,China,iPad,9702419,347243,40%,Q1,04-10-2021,Apple Store,45,,,,,
162868,Europe,UK,Services,345697,419735,35%,Q2,27-06-2024,Online,27,,,,,
653991,Europe,Australia,MacBook,7423799,173546,30%,Q4,10-09-2023,Apple Store,27,,,,,
348342,Africa,Japan,Services,6835906,417359,25%,Q1,31-10-2022,Retail Partner,29,,,,,
431068,Asia,USA,iPhone,8085510,331449,25%,Q3,05-10-2023,Apple Store,23,,,,,
205369,Europe,Brazil,MacBook,1664924,401969,25%,Q3,11-08-2022,Online,25,,,,,
557808,North America,France,MacBook,1931822,224684,30%,Q3,13-03-2021,Retail Partner,21,,,,,
639324,North America,Australia,iPad,2472934,94725,25%,Q4,10-06-2020,Apple Store,34,,,,,
327771,Africa,Japan,iPad,4361300,449151,30%,Q2,29-11-2020,E-Commerce,25,,,,,
901965,Oceania,China,Wearables,568917,97980,35%,Q2,18-12-2021,Apple Store,30,,,,,
411291,Oceania,France,Wearables,9604396,487216,20%,Q4,03-11-2024,Retail Partner,40,,,,,
324089,Africa,USA,Wearables,66474,265202,40%,Q3,17-02-2024,E-Commerce,34,,,,,
960675,Africa,Germany,Services,7552380,361095,40%,Q1,07-08-2022,Apple Store,26,,,,,
854226,North America,France,iPhone,5232092,159238,40%,Q3,03-07-2022,Retail Partner,20,,,,,
230349,Africa,Germany,MacBook,9018444,143780,40%,Q4,10-06-2020,Offline,21,,,,,
571458,North America,USA,iPad,1264502,446100,35%,Q4,22-03-2020,Apple Store,33,,,,,
804745,North America,Japan,Wearables,5288062,17354,40%,Q2,29-06-2020,E-Commerce,21,,,,,
710826,Africa,USA,Services,9818845,426885,30%,Q4,04-01-2023,Apple Store,40,,,,,
772769,Africa,Australia,MacBook,9344158,461940,30%,Q2,18-09-2023,Online,33,,,,,
469016,North America,Australia,MacBook,6660631,318174,40%,Q2,30-11-2023,E-Commerce,21,,,,,
266785,Asia,USA,Services,3137177,134754,40%,Q4,19-02-2024,Retail Partner,36,,,,,
794353,Europe,India,iPhone,982491,122953,40%,Q3,05-05-2021,Retail Partner,23,,,,,
319492,North America,Australia,Services,483722,272593,20%,Q1,16-07-2023,Apple Store,27,,,,,
785570,Europe,China,Services,1516042,213207,30%,Q2,01-06-2022,Apple Store,36,,,,,
178719,Asia,Canada,iPad,4018028,18154,35%,Q2,05-03-2022,E-Commerce,27,,,,,
613155,North America,France,Services,3351149,155881,25%,Q2,13-05-2021,E-Commerce,30,,,,,
314161,Africa,UK,iPhone,9835424,131478,25%,Q1,02-06-2024,Retail Partner,32,,,,,
858381,North America,Brazil,iPad,3780435,211306,25%,Q3,28-05-2021,Offline,28,,,,,
313298,Africa,USA,iPhone,6054300,431406,20%,Q1,28-01-2023,Offline,21,,,,,
670821,North America,USA,Wearables,4351692,29052,40%,Q2,10-03-2024,Apple Store,29,,,,,
773004,Europe,UK,Wearables,8702145,177809,30%,Q3,27-12-2023,Apple Store,44,,,,,
547024,Africa,Germany,iPhone,404356,136321,40%,Q1,28-05-2020,Retail Partner,20,,,,,
111505,Oceania,Canada,Services,6856207,92857,30%,Q1,14-11-2024,Offline,47,,,,,
502513,Asia,Japan,Services,6482675,419065,30%,Q2,25-12-2024,E-Commerce,30,,,,,
831993,North America,UK,iPad,3551383,402035,25%,Q1,01-01-2021,Offline,36,,,,,
418007,South America,Japan,iPhone,716417,54274,30%,Q3,20-06-2021,Online,27,,,,,
807240,Europe,Germany,Wearables,8076878,372113,30%,Q4,15-02-2024,Online,32,,,,,
654248,Africa,USA,iPhone,5189012,311579,40%,Q1,10-07-2020,E-Commerce,33,,,,,
971197,South America,France,Wearables,8659290,245905,40%,Q1,17-04-2023,Offline,33,,,,,
869813,Oceania,France,iPad,3393931,40345,40%,Q4,30-11-2022,Apple Store,31,,,,,
626001,North America,Germany,Wearables,8204418,368100,20%,Q3,01-04-2024,Online,32,,,,,
509456,Europe,Canada,iPad,5522476,67584,35%,Q4,21-07-2024,Online,26,,,,,
502471,North America,India,iPhone,3891203,390382,25%,Q4,25-12-2020,Offline,19,,,,,
777804,Europe,Germany,iPad,8496199,189858,30%,Q1,01-09-2020,Online,25,,,,,
892891,North America,Canada,iPhone,4218010,287194,20%,Q4,13-11-2022,Offline,28,,,,,
162657,Oceania,India,iPad,8633899,455653,40%,Q3,28-12-2024,Online,30,,,,,
418315,North America,USA,iPad,9580358,214581,20%,Q2,21-07-2023,Apple Store,25,,,,,
910764,Asia,China,iPhone,9254026,133589,20%,Q3,04-12-2022,Online,20,,,,,
406064,Africa,USA,Services,6491838,442596,20%,Q2,20-09-2022,Retail Partner,43,,,,,
133483,Africa,France,iPhone,1335800,451105,20%,Q2,06-04-2023,Apple Store,21,,,,,
865623,North America,USA,MacBook,8869895,418253,25%,Q3,09-04-2023,E-Commerce,25,,,,,
234224,North America,China,Wearables,6264513,261789,30%,Q4,28-09-2022,Apple Store,31,,,,,
642202,North America,Canada,Wearables,2490421,310609,40%,Q4,08-04-2023,Apple Store,28,,,,,
862309,Asia,USA,iPhone,5172606,297865,40%,Q3,12-09-2020,E-Commerce,23,,,,,
342410,Oceania,France,iPhone,852954,492368,30%,Q1,17-10-2022,Offline,25,,,,,
137813,Oceania,USA,Services,9807408,82564,35%,Q4,15-04-2024,Offline,34,,,,,
435000,South America,UK,MacBook,864348,471085,40%,Q1,08-07-2021,Offline,28,,,,,
327759,Africa,Canada,iPhone,4180659,22126,20%,Q4,14-12-2024,Offline,31,,,,,
254175,Asia,Brazil,MacBook,1750851,498248,25%,Q2,07-08-2023,Offline,27,,,,,
898001,South America,Brazil,iPhone,6767222,413714,30%,Q3,07-06-2022,Apple Store,32,,,,,
699964,Europe,Canada,Services,247703,478774,35%,Q3,20-06-2021,Online,25,,,,,
